gsis_id,player,bucket,mu,sigma,snaps,cons,rating_0_100,active_2025,tier
00-0040527,Sebastian Castro,DB,29.877,5.15,72,14.427,37.4,1,C
00-0034386,Justin Watson,WR,24.234,2.123,2341,17.865,37.3,1,C
00-0035286,Cole Holcomb,LB,25.527,2.312,3265,18.59,37.3,1,C
00-0036961,Richie Grant,DB,26.865,2.571,2368,19.152,37.3,0,D
00-0036661,Israel Mukuamu,DB,29.493,3.451,477,19.141,37.3,0,D
00-0038119,Jalyn Armour-Davis,DB,25.846,2.232,646,19.15,37.3,1,C
00-0040033,Johnathan Baldwin,DB,30.072,5.57,63,13.363,37.3,1,C
00-0033910,Dan Feeney,OL,24.642,1.645,4786,19.705,37.2,1,C
00-0034286,Richie James,WR,26.57,2.907,1498,17.849,37.2,0,D
00-0034591,J.C. Jackson,DB,27.284,2.722,3666,19.118,37.2,0,D
00-0035602,Alex Bachman,WR,30.632,4.326,141,17.654,37.2,1,C
00-0040143,Jacob Parrish,DB,24.746,1.874,710,19.124,37.2,1,C
00-0037260,DJ Davidson,DL,25.587,2.413,751,18.349,37.1,1,C
00-0036682,Malik Herring,DL,27.221,2.96,474,18.34,37.1,1,C
00-0038752,Jake Bobo,WR,25.076,2.418,729,17.824,37.1,1,C
00-0040213,Rayuan Lane III,DB,31.354,4.89,106,16.684,37.1,1,C
00-0032765,Michael Thomas,WR,26.204,2.8,4738,17.804,37.0,0,D
00-0032217,Donovan Smith,OL,27.132,2.49,8391,19.662,37.0,0,D
00-0033503,Arthur Maulet,DB,26.561,2.491,2235,19.089,37.0,1,C
00-0035216,Diontae Johnson,WR,25.087,2.43,4386,17.797,37.0,0,D
00-0039387,Caelen Carson,DB,27.207,2.705,433,19.092,37.0,1,C
00-0032454,Jayron Kearse,DB,27.059,2.666,3710,19.061,36.9,0,D
00-0033283,Tyus Bowser,LB,26.44,2.648,2663,18.498,36.9,0,D
00-0033927,John Johnson,DB,26.842,2.595,5747,19.057,36.9,0,D
00-0033563,Carlos Watkins,DL,26.807,2.836,2132,18.3,36.9,1,C
00-0037487,Deven Thompkins,WR,27.122,3.118,389,17.769,36.9,1,C
00-0040151,Charles Grant,OL,26.147,4.838,56,11.634,36.9,1,C
00-0032891,Daryl Worley,DB,26.857,2.606,3924,19.039,36.8,0,D
00-0039062,Jonathan Mingo,WR,24.935,2.395,1383,17.751,36.8,1,C
00-0029653,Fletcher Cox,DL,26.288,2.674,6072,18.267,36.7,0,D
00-0037012,Trey Lance,QB,25.743,3.042,433,16.616,36.7,1,C
00-0040192,Jordan Hancock,DB,28.153,3.161,178,18.669,36.7,1,C
00-0032890,James Bradberry,DB,26.675,2.562,7931,18.989,36.6,0,D
00-0033856,Leonard Fournette,RB,26.284,3.069,3682,17.078,36.6,0,D
00-0033892,Marcus Maye,DB,25.974,2.325,5228,18.999,36.6,1,C
00-0035265,John Cominsky,DL,26.448,2.733,1639,18.25,36.6,0,D
00-0037593,Tre Avery,DB,27.359,2.785,652,19.005,36.6,1,C
00-0038951,Sean Tucker,RB,25.66,2.859,298,17.083,36.6,1,C
00-0038791,Thomas Incoom,LB,31.262,5.815,79,13.817,36.6,1,C
00-0036364,Lynn Bowden,WR,27.287,3.204,653,17.676,36.5,0,D
00-0036727,Adam Prentice,RB,23.87,2.271,781,17.058,36.5,1,C
00-0039601,Demani Richardson,DB,27.108,2.71,405,18.98,36.5,1,C
00-0037194,Darian Kinnard,OL,27.325,2.586,343,19.567,36.5,1,C
00-0037414,Devin Cochran,OL,29.103,3.803,140,17.695,36.5,0,D
00-0040731,Trey Amos,DB,26.075,2.369,475,18.967,36.5,1,C
00-0038440,Zavier Scott,RB,30.049,4.87,99,15.439,36.5,1,C
00-0035259,Trevon Wesco,TE,25.898,2.885,1059,17.243,36.4,0,D
00-0038411,Anthony Johnson Jr.,DB,29.082,3.379,339,18.946,36.4,0,D
00-0027943,Patrick Peterson,DB,26.66,2.578,7740,18.926,36.3,0,D
00-0033308,Matt Breida,RB,26.402,3.127,1661,17.02,36.3,0,D
00-0035649,Nate Davis,OL,27.236,2.564,4263,19.545,36.3,0,D
00-0037258,Dameon Pierce,RB,25.712,2.9,923,17.012,36.3,1,C
00-0037830,Samuel Womack,DB,25.701,2.258,993,18.928,36.3,1,C
00-0039835,Justin Eboigbe,DL,25.673,2.498,425,18.179,36.3,1,C
00-0040711,CJ West,DL,26.082,2.633,323,18.184,36.3,1,C
00-0035674,Jerry Tillery,DL,24.053,1.964,3552,18.162,36.2,1,C
00-0033275,PJ Walker,QB,25.496,3.008,699,16.472,36.2,0,D
00-0037823,Christian Harris,LB,25.394,2.35,1772,18.343,36.2,1,C
00-0038941,Tyler Scott,WR,27.443,3.277,437,17.612,36.2,0,D
00-0033082,Lucas Patrick,OL,26.383,2.294,4260,19.501,36.1,1,C
00-0034612,Demone Harris,DL,27.496,3.119,524,18.139,36.1,0,D
00-0036867,Chris Rumph II,LB,25.701,2.459,856,18.325,36.1,1,C
00-0037216,Justyn Ross,WR,29.776,4.174,135,17.255,36.1,0,D
00-0038939,Brodric Martin,DL,27.949,5.337,62,11.938,36.1,1,C
00-0039390,Marcellas Dial Jr.,DB,27.431,5.012,62,12.396,36.1,0,D
00-0031101,Shaquil Barrett,LB,26.372,2.69,5028,18.303,36.0,0,D
00-0033466,Isaiah McKenzie,WR,26.774,3.064,2015,17.584,36.0,0,D
00-0035646,Sione Takitaki,LB,26.2,2.636,2061,18.293,36.0,0,D
00-0035341,Trenton Irwin,WR,25.682,2.701,951,17.579,36.0,0,D
00-0040289,Bam Martin-Scott,LB,26.915,5.802,53,9.508,36.0,1,C
00-0040037,Jamon Johnson,LB,28.179,5.527,64,11.598,36.0,1,C
00-0032416,Quinton Jefferson,DL,25.946,2.612,3883,18.109,35.9,1,C
00-0034347,James Daniels,OL,26.629,2.385,5391,19.475,35.9,1,C
00-0036844,Garret Wallow,LB,26.246,2.656,472,18.279,35.9,1,C
00-0039305,Jack Westover,TE,25.313,2.724,275,17.14,35.9,1,C
00-0032463,Kyle Peko,DL,26.639,2.856,883,18.071,35.8,0,D
00-0037759,DeMarvin Leal,DL,27.694,3.203,425,18.085,35.8,1,C
00-0037167,Tyrese Robinson,OL,26.091,5.188,55,10.526,35.8,0,D
00-0040244,Moliki Matavao,TE,27.984,4.213,79,15.344,35.8,1,C
00-0031555,Eric Rowe,DB,27.414,2.867,4391,18.813,35.7,0,D
00-0034411,Russell Gage,WR,26.106,2.863,2445,17.518,35.7,1,C
00-0034677,Justin Jones,DL,25.896,2.614,3288,18.054,35.7,0,D
00-0035639,Parris Campbell,WR,25.741,2.746,1702,17.502,35.7,1,C
00-0037257,David Bell,WR,26.739,3.074,748,17.516,35.7,0,D
00-0031376,Jerick McKinnon,RB,25.354,2.838,2559,16.839,35.6,0,D
00-0034646,Brandon Powell,WR,25.743,2.751,1140,17.49,35.6,0,D
00-0037751,Myjai Sanders,LB,28.324,3.372,434,18.206,35.6,0,D
00-0037364,Arron Mosby,DL,29.459,4.038,161,17.345,35.6,1,C
00-0039140,Kelee Ringo,DB,26.04,2.419,629,18.784,35.6,1,C
00-0039568,Frank Crum,OL,26.462,4.527,70,12.88,35.6,1,C
00-0032062,Blake Bell,TE,26.197,3.056,1887,17.03,35.5,0,D
00-0033566,Desmond King,DB,27.076,2.771,4976,18.762,35.5,0,D
00-0037008,Ambry Thomas,DB,27.219,2.821,1042,18.755,35.5,0,D
00-0039357,Decamerion Richardson,DB,26.384,2.539,536,18.767,35.5,1,C
00-0040782,Isaiah Bond,WR,24.444,2.326,466,17.465,35.5,1,C
00-0040704,Dillon Gabriel,QB,24.219,2.64,351,16.299,35.5,1,C
00-0040008,Shavon Revel Jr.,DB,26.909,2.716,305,18.76,35.5,1,C
00-0034514,Levi Wallace,DB,26.263,2.508,4570,18.737,35.4,0,D
00-0038605,JL Skinner,DB,28.96,6.464,50,9.568,35.4,1,C
00-0033045,Ezekiel Elliott,RB,24.573,2.598,6043,16.778,35.3,0,D
00-0030500,Nick Williams,DL,26.63,2.881,2311,17.987,35.3,0,D
00-0033929,Montravius Adams,DL,26.002,2.674,1724,17.981,35.3,0,D
00-0035693,Johnathan Abram,DB,27.132,2.805,2633,18.718,35.3,0,D
00-0035572,Parker Hesse,TE,26.208,3.075,823,16.982,35.3,0,D
00-0039817,Jacob Monk,OL,27.799,5.88,55,10.158,35.3,1,C
00-0039383,Jaylin Simpson,DB,28.606,5.749,59,11.36,35.3,1,C
00-0030090,Micah Hyde,DB,26.653,2.648,6926,18.71,35.2,0,D
00-0034571,Trent Scott,OL,26.614,2.426,2047,19.336,35.2,1,C
00-0034959,Andrew Beck,RB,24.983,2.744,967,16.75,35.2,1,C
00-0037578,Juanyeh Thomas,DB,26.318,2.538,509,18.705,35.2,1,C
00-0038981,Wanya Morris,OL,26.131,2.263,1052,19.341,35.2,1,C
00-0040140,Dylan Fairchild,OL,24.295,1.65,911,19.344,35.2,1,C
00-0039828,Walter Rouse,OL,28.454,4.761,84,14.17,35.2,1,C
00-0036980,Elijah Moore,WR,23.471,2.035,3115,17.365,35.1,1,C
00-0035142,Ugo Amadi,DB,25.812,2.383,1960,18.662,35.0,1,C
00-0036885,Tre Brown,DB,26.009,2.45,1157,18.658,35.0,1,C
00-0040127,Kenneth Grant,DL,25.262,2.445,523,17.926,35.0,1,C
00-0032156,Trevor Siemian,QB,25.51,3.132,2163,16.115,34.9,0,D
00-0031595,Michael Burton,RB,25.886,3.066,1028,16.688,34.9,0,D
00-0030968,Keith Smith,RB,25.96,3.088,1441,16.696,34.9,0,D
00-0036423,Albert Okwuegbunam,TE,26.582,3.226,738,16.903,34.9,1,C
00-0039620,Rico Payton,DB,28.58,6.246,53,9.842,34.9,1,C
00-0040092,Esa Pole,OL,26.417,2.373,266,19.299,34.9,1,C
00-0033251,Zach Pascal,WR,26.821,3.168,3604,17.317,34.8,0,D
00-0034777,DJ Chark,WR,24.944,2.543,3291,17.316,34.8,0,D
00-0036274,Jeff Okudah,DB,26.303,2.563,1942,18.613,34.8,1,C
00-0038105,Damarri Mathis,DB,27.135,2.836,1227,18.627,34.8,0,D
00-0038937,Zacch Pickens,DL,26.55,2.89,515,17.881,34.8,1,C
00-0028171,Lawrence Guy,DL,25.974,2.702,4309,17.867,34.7,0,D
00-0030386,William Gholston,DL,26.339,2.823,4001,17.87,34.7,0,D
00-0035264,Jarrett Stidham,QB,24.127,2.684,441,16.073,34.7,1,C
00-0036267,Jedrick Wills,OL,26.502,2.418,3541,19.247,34.7,0,D
00-0039755,KT Leveston,OL,25.182,1.974,622,19.26,34.7,1,C
00-0040076,Aeneas Peebles,DL,28.464,5.58,67,11.723,34.6,1,C
00-0032109,Kwon Alexander,LB,26.224,2.751,4483,17.971,34.5,0,D
00-0033792,Rudy Ford,DB,26.74,2.731,1546,18.548,34.5,0,D
00-0027688,Colt McCoy,QB,26.246,3.411,697,16.014,34.5,0,D
00-0031237,Teddy Bridgewater,QB,25.884,3.289,2293,16.019,34.5,1,D
00-0036345,K.J. Osborn,WR,24.608,2.456,2610,17.239,34.5,0,D
00-0037612,Evan Neal,OL,26.237,2.341,1676,19.212,34.5,0,D
00-0037617,Hassan Haskins,RB,25.769,3.055,365,16.603,34.5,1,C
00-0038573,Derius Davis,WR,26.299,3.022,367,17.234,34.5,1,C
00-0039737,Tip Reiman,TE,24.54,2.577,516,16.81,34.5,1,C
00-0039515,Winston Reid,LB,30.296,4.66,136,16.316,34.5,0,D
00-0039430,James Williams,LB,29.664,4.011,183,17.629,34.5,1,C
00-0040645,Cody Simon,LB,24.623,2.219,516,17.967,34.5,1,C
00-0040329,BJ Green II,DL,30.589,5.334,98,14.588,34.5,1,C
00-0034860,Dante Pettis,WR,24.467,2.414,1660,17.225,34.4,1,C
00-0037590,Tyler Vrabel,OL,25.824,5.551,54,9.17,34.4,0,D
00-0040163,Jalen Travis,OL,26.804,2.532,296,19.208,34.4,1,C
00-0033925,D'Onta Foreman,RB,24.786,2.745,1212,16.55,34.3,0,D
00-0036938,Rashad Weaver,LB,27.023,3.038,850,17.909,34.3,0,D
00-0038587,Jammie Robinson,DB,28.901,5.294,75,13.018,34.3,1,C
00-0039291,Eric Watts,DL,27.101,3.104,306,17.789,34.3,1,C
00-0039371,Kris Abrams-Draine,DB,26.401,2.631,321,18.506,34.3,1,C
00-0032222,D.J. Humphries,OL,26.195,2.343,6260,19.166,34.2,1,C
00-0036403,Casey Toohill,DL,25.732,2.658,1421,17.759,34.2,0,D
00-0037516,Sam Webb,DB,26.46,2.654,458,18.497,34.2,1,C
00-0038617,Amari Burney,LB,29.828,4.097,182,17.536,34.2,0,D
00-0036884,Marco Wilson,DB,26.437,2.654,2407,18.475,34.1,1,C
00-0038584,Jaquelin Roy,DL,28.321,3.524,225,17.747,34.1,0,D
00-0031372,Bradley Roby,DB,26.83,2.793,4792,18.453,34.0,0,D
00-0033902,Tanoh Kpassagnon,DL,25.687,2.657,2934,17.717,34.0,1,C
00-0033439,Pharaoh Brown,TE,24.16,2.489,2010,16.692,34.0,1,C
00-0034668,Aaron Stinnie,OL,26.062,2.31,1341,19.131,34.0,1,C
00-0034992,Armon Watts,DL,26.269,2.848,1966,17.726,34.0,0,D
00-0040175,Jordan Phillips,DL,25.521,2.602,438,17.716,34.0,1,C
00-0032379,Eli Apple,DB,26.595,2.72,6069,18.435,33.9,1,C
00-0033995,Michael Dunn,OL,27.5,2.796,663,19.114,33.9,0,D
00-0037276,Ty Chandler,RB,25.135,2.893,487,16.454,33.9,1,C
00-0037156,Irvin Charles,WR,27.53,5.527,55,10.948,33.9,0,D
00-0040397,Jordan Clark,DB,29.367,4.243,131,16.638,33.9,1,C
00-0034613,Tanner Hudson,TE,24.202,2.522,888,16.636,33.8,1,C
00-0037811,Chad Muma,LB,26.504,2.897,739,17.812,33.8,1,C
00-0034785,Mason Cole,OL,26.706,2.542,4524,19.08,33.7,0,D
00-0035542,Kemon Hall,DB,27.045,4.435,85,13.742,33.7,1,C
00-0040024,Darius Cooper,WR,26.084,3.006,220,17.066,33.7,1,C
00-0040296,Corey Thornton,DB,27.434,3.821,117,15.971,33.7,1,C
00-0034297,Byron Pringle,WR,26.347,3.104,1617,17.035,33.6,0,D
00-0036936,Rondale Moore,WR,25.115,2.694,1583,17.032,33.6,0,D
00-0035771,Mitchell Wilcox,TE,25.844,3.088,819,16.582,33.6,0,D
00-0039156,Julius Brents,DB,25.931,2.519,647,18.375,33.6,1,C
00-0031584,Adrian Amos,DB,27.104,2.92,7033,18.343,33.5,0,D
00-0034838,Royce Freeman,RB,25.983,3.203,1427,16.373,33.5,0,D
00-0034516,Tre Herndon,DB,26.993,2.881,3016,18.351,33.5,0,D
00-0038953,Dylan Drummond,WR,27.285,3.84,112,15.764,33.5,1,C
00-0039377,Jaylon Carlies,LB,29.191,3.822,226,17.727,33.5,1,C
00-0037752,Tycen Anderson,DB,30.607,6.482,65,11.162,33.5,1,C
00-0039394,Casey Washington,WR,26.861,3.278,177,17.028,33.5,1,C
00-0035633,Corey Ballentine,DB,27.17,2.951,987,18.317,33.4,1,C
00-0038114,Max Mitchell,OL,26.681,2.552,1053,19.026,33.4,1,C
00-0036462,Innis Gaines,DB,26.556,6.156,51,8.088,33.4,0,D
00-0028986,Case Keenum,QB,25.807,3.379,3366,15.668,33.3,0,D
00-0033913,Chris Wormley,DL,25.938,2.784,2326,17.587,33.3,1,C
00-0035270,Amani Oruwariye,DB,25.96,2.553,2753,18.302,33.3,0,D
00-0039002,Sydney Brown,DB,25.224,2.307,630,18.302,33.3,1,C
00-0039457,Jacoby Windmon,LB,28.088,4.361,117,15.004,33.3,0,D
00-0040729,Jack Bech,WR,25.266,2.767,326,16.964,33.3,1,C
00-0040020,Micah Robinson,DB,27.768,5.887,60,10.108,33.3,1,C
00-0027872,Kareem Jackson,DB,26.553,2.755,6866,18.288,33.2,0,D
00-0036331,Devin Duvernay,WR,25.045,2.694,1858,16.962,33.2,1,C
00-0034193,Kevin Rader,TE,27.55,3.682,286,16.502,33.2,0,D
00-0036614,Jamin Davis,LB,25.565,2.636,2163,17.657,33.2,1,C
00-0027944,Julio Jones,WR,25.602,2.887,4678,16.941,33.1,0,D
00-0040234,Quinn Ewers,QB,27.142,3.84,173,15.621,33.1,1,D
00-0040747,Benjamin Morrison,DB,26.283,2.681,345,18.239,33.0,1,C
00-0036213,Raekwon Davis,DL,25.26,2.584,2318,17.507,32.9,0,D
00-0036748,Jerry Jacobs,DB,26.41,2.732,1722,18.214,32.9,0,D
00-0035657,Damien Harris,RB,26.067,3.289,924,16.201,32.8,0,D
00-0040136,Princely Umanmielen,LB,26.919,3.111,225,17.587,32.8,1,C
00-0032104,Ameer Abdullah,RB,23.658,2.495,1776,16.174,32.7,1,C
00-0036881,Jay Tufele,DL,24.625,2.385,730,17.471,32.7,1,C
00-0037755,Jelani Woods,TE,26.913,3.512,371,16.379,32.7,1,C
00-0037754,Nicholas Petit-Frere,OL,25.769,2.288,1565,18.904,32.7,0,D
00-0032134,C.J. Uzomah,TE,24.706,2.787,3846,16.343,32.6,0,D
00-0032144,Melvin Gordon,RB,25.549,3.133,3717,16.15,32.6,0,D
00-0035726,Jakob Johnson,RB,24.467,2.766,1255,16.169,32.6,1,C
00-0037459,Kurt Hinish,DL,25.413,2.66,1150,17.433,32.6,0,D
00-0038940,Tyler Lacy,DL,24.465,2.338,672,17.449,32.6,1,C
00-0039363,Isaac Guerendo,RB,26.618,3.489,215,16.151,32.6,0,D
00-0039899,Patrick Paul,OL,23.924,1.683,1247,18.874,32.6,1,C
00-0040583,Woody Marks,RB,21.733,1.858,631,16.158,32.6,1,C
00-0033096,Shaq Lawson,DL,26.339,2.973,3420,17.419,32.5,0,D
00-0030097,David Quessenberry,OL,26.748,2.629,2490,18.861,32.5,1,C
00-0035547,Joseph Fortson,TE,27.209,3.63,274,16.318,32.5,0,D
00-0036955,Terrace Marshall Jr.,WR,24.746,2.651,1478,16.793,32.5,0,D
00-0039603,British Brooks,RB,25.262,4.537,71,11.651,32.5,1,C
00-0038359,Xavier Smith,WR,24.598,2.597,261,16.806,32.5,1,C
00-0027867,Jason Pierre-Paul,DL,26.179,2.925,5506,17.404,32.4,1,C
00-0037318,Baylon Spector,LB,27.622,3.381,343,17.479,32.4,1,C
00-0039830,Dylan McMahon,OL,23.2,4.344,66,10.167,32.4,0,D
00-0032437,Kamu Grugier-Hill,LB,25.822,2.789,2564,17.455,32.3,0,D
00-0031428,Allen Robinson,WR,24.961,2.734,5641,16.758,32.3,0,D
00-0032412,Dean Lowry,DL,25.659,2.762,4187,17.373,32.3,0,D
00-0032384,Germain Ifedi,OL,26.054,2.411,5973,18.821,32.3,0,D
00-0033757,Robert Tonyan,TE,24.231,2.655,2213,16.266,32.3,1,C
00-0034577,Kyle Allen,QB,26.818,3.802,1279,15.413,32.3,1,D
00-0035219,Isaiah Buggs,DL,26.315,2.979,1344,17.378,32.3,0,D
00-0037551,Stephen Jones,DL,25.111,5.931,52,7.317,32.3,0,D
00-0038092,Erik Ezukanma,WR,26.782,5.61,55,9.952,32.3,0,D
00-0039822,Kiran Amegadjie,OL,28.052,4.336,113,15.045,32.3,0,D
00-0031852,David Andrews,OL,26.01,2.399,7381,18.813,32.2,0,D
00-0022924,Ben Roethlisberger,QB,25.402,3.34,5305,15.381,32.2,0,D
00-0033895,Gerald Everett,TE,24.23,2.658,3878,16.257,32.2,0,D
00-0034858,Terrell Edmunds,DB,26.358,2.761,5266,18.074,32.2,1,C
00-0037808,DeAngelo Malone,LB,27.861,3.47,315,17.45,32.2,1,C
00-0034279,Equanimeous St. Brown,WR,25.345,2.883,1636,16.697,32.1,0,D
00-0035414,Jalen Guyton,WR,25.742,3.014,1745,16.699,32.1,0,D
00-0036271,Quez Watkins,WR,25.131,2.807,1991,16.709,32.1,0,D
00-0038395,Terell Smith,DB,26.966,2.973,554,18.048,32.1,0,D
00-0037003,Chazz Surratt,LB,27.838,4.132,134,15.442,32.1,1,C
00-0035934,Trishton Jackson,WR,27.002,4.467,84,13.601,32.1,0,D
00-0038476,Tommy DeVito,QB,24.367,3.009,475,15.34,32.1,0,D
00-0037324,Chris Oladokun,QB,24.367,3.625,109,13.492,32.1,1,D
00-0027662,Carlos Dunlap,DL,26.59,3.087,4830,17.328,32.0,0,D
00-0031870,Dean Marlowe,DB,26.856,2.941,1641,18.035,32.0,0,D
00-0036118,Jovante Moffatt,DB,24.365,5.796,51,6.976,32.0,0,D
00-0036728,Curtis Robinson,LB,26.824,3.144,330,17.391,32.0,1,C
00-0037277,Teagan Quitoriano,TE,24.13,2.641,674,16.208,32.0,1,C
00-0038961,Eric Garror,DB,28.121,3.362,328,18.033,32.0,0,D
00-0038348,Josh Butler,DB,29.204,3.887,177,17.544,32.0,1,C
00-0040160,Jack Sawyer,LB,26.171,2.927,288,17.391,32.0,1,C
00-0040218,Jimmy Horn Jr.,WR,25.933,3.081,161,16.69,32.0,1,C
00-0027948,Blaine Gabbert,QB,26.669,3.792,1013,15.292,31.9,0,D
00-0027885,Linval Joseph,DL,25.639,2.779,4529,17.303,31.9,0,D
00-0031547,DeVante Parker,WR,24.781,2.709,4934,16.654,31.9,0,D
00-0034417,Matt Pryor,OL,25.22,2.154,2922,18.757,31.9,1,C
00-0036634,Tony Fields II,LB,27.278,3.304,504,17.367,31.9,0,D
00-0038710,Blake Whiteheart,TE,23.789,2.537,429,16.18,31.9,1,C
00-0040181,Marcus Mbow,OL,27.078,2.776,304,18.75,31.9,1,C
00-0034382,Marquis Haynes,LB,26.575,3.072,1428,17.358,31.8,0,D
00-0037300,Mike Woods,WR,25.326,2.892,434,16.65,31.8,0,D
00-0038674,Divaad Wilson,DB,30.104,4.97,116,15.195,31.8,0,D
00-0032127,Markus Golden,LB,26.232,2.969,4428,17.325,31.7,0,D
00-0032165,Marcus Peters,DB,26.073,2.706,6420,17.956,31.7,0,D
00-0032382,Keanu Neal,DB,26.261,2.764,4716,17.969,31.7,0,D
00-0036249,Julian Okwara,DL,25.422,2.719,983,17.263,31.7,0,D
00-0036503,Hamsah Nasirildeen,LB,27.0,6.511,59,7.468,31.7,0,D
00-0036354,Kyle Hinton,OL,26.601,2.626,345,18.724,31.7,1,C
00-0038865,Andrew Farmer,DL,26.186,6.428,52,6.903,31.7,0,D
00-0038661,Chris Smith,DL,22.448,5.288,51,6.584,31.7,0,D
00-0039354,McKinnley Jackson,DL,26.454,3.062,367,17.268,31.7,1,C
00-0035222,Zach Gentry,TE,25.541,3.145,1088,16.107,31.6,0,D
00-0037280,Matthew Butler,DL,26.766,3.177,349,17.235,31.6,1,C
00-0032214,Tyler Kroft,TE,26.208,3.376,2378,16.081,31.5,0,D
00-0027696,Jimmy Graham,TE,26.078,3.328,3902,16.096,31.5,0,D
00-0029249,Melvin Ingram,LB,26.062,2.928,5050,17.278,31.5,0,D
00-0031785,Troy Hill,DB,25.686,2.589,4475,17.92,31.5,0,D
00-0032197,Randy Gregory,LB,25.81,2.846,1896,17.272,31.5,0,D
00-0034177,Tim Boyle,QB,25.883,3.563,404,15.195,31.5,0,D
00-0035003,Jackson Barton,OL,27.077,3.487,153,16.616,31.5,0,D
00-0035754,Jonathan Kongbo,DL,23.76,5.583,53,7.011,31.5,0,D
00-0037286,Kevin Harris,RB,27.646,5.122,81,12.281,31.5,0,D
00-0039790,Olumuyiwa Fashanu,OL,23.462,1.593,1502,18.683,31.5,1,C
00-0032543,Alex Erickson,WR,25.471,2.973,1750,16.551,31.4,0,D
00-0036412,KJ Hamler,WR,26.578,3.339,794,16.563,31.4,0,D
00-0032892,Nick Vigil,LB,26.703,3.153,3554,17.245,31.3,0,D
00-0033103,Artie Burns,DB,26.666,2.926,2800,17.887,31.3,0,D
00-0034674,Leighton Vander Esch,LB,25.992,2.922,3525,17.226,31.3,0,D
00-0036505,Jonathan Marshall,DL,26.827,5.433,72,10.528,31.3,0,D
00-0039379,Jamari Thrash,WR,25.088,2.853,337,16.53,31.3,1,C
00-0040705,Chimere Dike,WR,23.079,2.179,591,16.541,31.3,1,C
00-0030411,Logan Ryan,DB,25.994,2.714,6760,17.852,31.2,0,D
00-0033540,Takk McKinley,DL,26.863,3.231,2023,17.17,31.2,0,D
00-0034527,Ryan Neal,DB,26.127,2.757,2134,17.856,31.2,0,D
00-0035355,Blake Hance,OL,27.216,2.858,1003,18.641,31.2,1,C
00-0039792,Devontez Walker,WR,26.337,3.273,194,16.519,31.2,1,C
00-0033347,Josh Tupou,DL,25.118,2.656,1727,17.152,31.1,1,C
00-0036157,Kristian Welch,LB,28.102,5.211,95,12.471,31.1,1,C
00-0038966,Natrone Brooks,DB,27.066,4.092,113,14.791,31.1,1,C
00-0027939,Cam Newton,QB,25.699,3.551,4087,15.048,31.0,0,D
00-0035830,J.R. Reed,DB,24.267,5.845,53,6.733,31.0,0,D
00-0037311,Ko Kieft,TE,25.143,3.061,569,15.96,31.0,1,D
00-0037633,Jacob Hummel,LB,28.014,4.066,152,15.816,31.0,1,C
00-0038607,Jaelyn Duncan,OL,27.978,3.127,382,18.598,31.0,0,D
00-0031558,Maxx Williams,TE,26.21,3.426,1859,15.933,30.9,0,D
00-0034817,Geron Christian,OL,26.662,2.692,1809,18.585,30.9,0,D
00-0039613,Dallin Holker,TE,27.015,4.929,66,12.229,30.9,0,D
00-0031019,Corey Linsley,OL,26.741,2.728,6701,18.556,30.8,0,D
00-0033681,Keelan Cole,WR,25.997,3.192,3452,16.421,30.8,0,D
00-0036326,Chase Claypool,WR,25.615,3.069,2359,16.409,30.8,0,D
00-0036465,Aaron Patrick,LB,25.478,6.797,53,5.088,30.8,0,D
00-0037613,Kenyon Green,OL,25.623,2.351,1332,18.571,30.8,0,D
00-0032968,Myles Jack,LB,25.966,2.957,5462,17.094,30.7,0,D
00-0033445,Nicholas Morrow,LB,25.198,2.697,4193,17.106,30.7,0,D
00-0034845,Sony Michel,RB,25.817,3.364,1707,15.724,30.7,0,D
00-0036363,Josh Jones,OL,25.296,2.25,1969,18.546,30.7,1,C
00-0039887,Layden Robinson,OL,26.261,2.57,564,18.55,30.7,0,D
00-0029585,Chandler Jones,DL,26.193,3.05,5621,17.042,30.6,0,D
00-0033948,Jamaal Williams,RB,24.002,2.767,2954,15.702,30.6,0,D
00-0034468,Chandon Sullivan,DB,26.183,2.817,3416,17.732,30.6,0,D
00-0036241,Bryce Hall,DB,26.959,3.076,1775,17.732,30.6,0,D
00-0036984,Trey Sermon,RB,24.577,2.96,439,15.697,30.6,1,C
00-0036716,Amen Ogbongbemiga,LB,27.761,3.559,224,17.084,30.6,1,D
00-0037373,Zyon Gilbert,DB,26.632,5.438,71,10.319,30.6,0,D
00-0038737,Isaiah Land,LB,27.621,4.785,107,13.268,30.6,1,D
00-0039337,Malik Nabers,WR,22.359,1.996,1036,16.371,30.6,1,C
00-0039362,Giovanni Manu,OL,25.675,5.719,64,8.519,30.6,1,C
00-0033776,Gimel President,LB,25.456,6.483,57,6.006,30.5,0,D
00-0033793,Corey Levin,OL,26.105,2.532,733,18.509,30.5,1,D
00-0035311,Myles Gaskin,RB,26.381,3.566,1133,15.682,30.5,1,D
00-0035594,Travis Homer,RB,25.604,3.311,672,15.67,30.5,1,D
00-0036160,Jason Strowbridge,DL,24.887,6.524,50,5.316,30.5,0,D
00-0037570,Dennis Houston,WR,27.486,6.196,55,8.899,30.5,0,D
00-0037088,Doug Kramer,OL,25.383,5.026,74,10.306,30.5,0,D
00-0027942,A.J. Green,WR,25.741,3.133,3974,16.342,30.4,0,D
00-0029890,Mike Purcell,DL,25.608,2.866,2116,17.01,30.4,0,D
00-0031382,Jarvis Landry,WR,26.036,3.236,5178,16.327,30.4,0,D
